id,plate,car_label,vehicle_id,event_status,out_date,expected_return_date,follow_date,actual_in_date,driver,liable_party,charge_to,garage,maintenance_type,service_main,service_sup,damage_location,severity,responsible,spare_part,invoice_no,cost,maintenance_notes,cost_notes
77685,"B 44648","HYUNDAI ELENTRA - Green - 2013 - B 44648",1607,IN,2026-05-24,2026-05-29,2026-05-29,2026-05-29,,,,"Deals On Wheels auto",Routine,"Engine, Cooling System, Air Conditioning, Tires, Brakes, Electrical, Interior, Transmission","Oil & Fillter Change, Coolant Leak, AC Not Cooling, Brake Pad Wear, Headlights / Taillights Fault, Upholstery Damage",,,,,missing,,"Engine oil and filters replaced
Coolant/water leak detected
Air conditioning system requires inspection/service
Rear tires require replacement
Brake system requires service/replacement
Front right headlight issue
Upholstery and paint work required
--------------
Engine mounts require replacement
Transmission mounts require replacement
needs Engine air filter + Spark plugs + A/C filter
new Ac compressor + Air Filters 
Ac filters 
Cap radiator 
Plug
Filler neck radiator 
Control assy coolant temp
The condenser filter has been removed and requires replacement.
The pipes have been cleaned.
---------------
the pipe that had the leak changed 
----------------
The oil pressure sensor has been installed.
Work has been carried out on the pipes to repair the water leak.
The A/C control module (A/C computer) has been replaced.
After that, the vehicle will be taken to Future Garage for tire inspection.",
77686,"B 44648","HYUNDAI ELENTRA - Green - 2013 - B 44648",1607,OUT,2026-05-29,2026-05-30,2026-05-29,2026-05-30,,,,"FUTURE TYRES",Routine,Tires,"Wheel Alignment Issue",,,,,,,"Inspection for front wheel alignment.
The front right and left tires require replacement.",
77687,"G 36726","MASERATI  LEVANTE - Black - 2021 - G 36726",1910,OUT,2026-05-29,2026-05-30,2026-05-29,2026-05-30,,,,"Deals On Wheels auto",Routine,"Body & Exterior","Minor Surface Scratch",,,,,,,"scratch on the front right bumper + bonnet needs polish 
needs to check from leak soon",
77688,"C 47377","BMW X5 - Grey - 2023 - C 47377",1809,IN,2026-05-29,2026-05-29,2026-05-29,2026-05-29,,,,"Deals On Wheels auto",Routine,"Body & Exterior","Minor Surface Scratch, Rim Scratch",,,,,missing,,"The rubber trim/seal requires fixing.
Scratches on the right side of the front bumper.
Scratches on the front and rear right rims.
Scratches on the rear bumper.
Scratches on the front and rear right rims dn.
The right and left rear fender flares have been fixed.
The engine oil and filter have been replaced.
The engine has been cleaned.",
77689,"CC 70610","FORD MUSTANG - Black - 2021 - CC 70610",1875,OUT,2026-05-29,2026-05-29,2026-05-29,2026-05-29,,,,"Deals On Wheels auto",Routine,"Body & Exterior","Rim Scratch",,,,,,,"4 rims scratches dn at parking
Interior scratches and Sun visor upholstery pending .
The front lip requires painting.
All four rims have been painted, including the repair of the scratches on the inner surfaces.
The front lip and the area above it have been repaired and painted.
The rear right side skirt/step trim has been fixed and secured.",
77690,"R 90432","CHEVROLET MALIBU - Black - 2023 - R 90432",1952,IN,2026-05-29,2026-05-29,2026-05-29,2026-05-29,,,,"Deals On Wheels auto",Routine,"Body & Exterior, Engine","Minor Surface Scratch, Oil & Fillter Change",,,,,missing,,"Scratches on front left bumper
Scratches on left side and doors
Scratches on rear bumper
Scratches on right-side bumper
Scratches underneath right-side doors
Rear left bumper requires repainting
The engine oil and filter have been replaced.
.The scratches will be  polished.
The rear bumper diffuser will be painted.",
77691,"V 46287","CHEVROLET CAMARO Conv - Black Matt Tiffany - 2020 - V 46287",1844,OUT,2026-05-29,2026-05-29,2026-05-29,2026-05-29,,,,"Deals On Wheels auto",Routine,"Body & Exterior, Interior",,,,,,,,"The driver’s door regulator/mechanism has an issue, and there is a noise coming from the door.
-----------------
driver's door hinge
-----------------
Work is in progress on painting the front right, rear right, and rear left rims.
driver's door hinge need replacing.
The new driver’s door hinge has been installed, but the noise is still present.
The original driver’s door hinge will be reinstalled and lubricated to reduce the noise.
The scratches on all four rims dn.",
77692,"K 20783","MERCEDES GLE 350 - White - 2022 - K 20783",1837,OUT,2026-05-29,2026-06-01,2026-05-29,2026-06-01,,,,RMR,,,,,,,,,,,
77693,"V 46287","CHEVROLET CAMARO Conv - Black Matt Tiffany - 2020 - V 46287",1844,IN,2026-05-29,2026-05-29,2026-05-29,2026-05-29,,,,"Deals On Wheels auto",Routine,"Body & Exterior, Interior",,,,,,missing,,"The driver’s door regulator/mechanism has an issue, and there is a noise coming from the door.
-----------------
driver's door hinge
-----------------
Work is in progress on painting the front right, rear right, and rear left rims.
driver's door hinge need replacing.
The new driver’s door hinge has been installed, but the noise is still present.
The original driver’s door hinge will be reinstalled and lubricated to reduce the noise.
The scratches on all four rims dn.",
77694,"T 91485","CHEVROLET TRAVERSE - Black - 2021 - T 91485",1825,OUT,2026-05-29,2026-05-30,2026-05-29,2026-06-02,,,,"Deals On Wheels auto",Routine,"Body & Exterior, Electrical, Air Conditioning","Minor Surface Scratch, Headlights / Taillights Fault, AC Not Cooling",,,,,,,"Left headlight flickering
AWD/4WD warning message displayed
A/C cooling performance is weak
Scratches on front bumper
Scratches on hood
Scratch on front left fender
Scratch on driver door
Scratches on rear left door
Scratch on rear bumper
Scratch on rear right fender
Scratches on right-side doors
Rear wheel/tire covers require repainting
The coolant level is low.
There is a leak from the radiator, and it requires replacement.
new radiator.
----------
New radiator has arrived at the garage
The old radiator was cracked and identified as the root cause of the issue
Minor refrigerant shortage detected
A/C gas will be charged and rechecked tomorrow
Headlight/lighting system will be inspected front left light 
Electrical connections and wiring will be checked",
77695,"C 52604","BMW 430I - Black - 2021 - C 52604",1813,OUT,2026-05-29,2026-06-01,2026-05-29,2026-06-01,,,,"Deals On Wheels auto","Accidents without Insurance","Body & Exterior, Interior","Rim Scratch",,,,,,,"Damage/scraping with scratches on the front and rear right rims.
The dent/scuff on the rear right door
 and the rear right fender will be painted.
The rubber seal inside the driver’s door will be replaced.",
77696,"V 48304","PATROL QX80 BLACK HAWK - Black Tiffany - 2020 - V 48304",1840,OUT,2026-05-29,2026-05-31,2026-05-30,2026-05-31,,,,"Deals On Wheels auto",Routine,"Body & Exterior, Interior","Minor Surface Scratch, Rim Scratch, Upholstery Damage",,,,,,,"rear seat damaged
rims scratches dn at parking we will fix them at garage after eid",
77697,"CC 70610","FORD MUSTANG - Black - 2021 - CC 70610",1875,IN,2026-05-29,2026-05-29,2026-05-30,2026-05-29,,,,"Deals On Wheels auto",Routine,"Body & Exterior","Rim Scratch",,,,,missing,,"4 rims scratches dn at parking
Interior scratches and Sun visor upholstery pending .
The front lip requires painting.
All four rims have been painted, including the repair of the scratches on the inner surfaces.
The front lip and the area above it have been repaired and painted.
The rear right side skirt/step trim has been fixed and secured.
-------------
4 rims painted 
inside parts innerparts 
front lip painted 
installed right side step",
77698,"Z 47194","RANGE ROVER VELAR - Blue - 2021 - Z 47194",1794,OUT,2026-05-30,2026-06-06,2026-05-30,2026-06-10,,,,RMR,Routine,"Body & Exterior, Electrical, Suspension","Minor Surface Scratch, Paint Peeling / Fading, Airbag, Camera System Issue",,,,,,,"complete the work with these problems after eid 
new camera's computer we will test it if it's okay  it will end today if it's not  we will take it and complete work after eid  
The camera control modules/computers did not work.
-----------
air bag light on off 
ac is turning off 
camera turning on - off",
77699,"X 81836","CHEVROLET CAMARO - Blue Viole - 2023 - X 81836",1944,OUT,2026-05-30,2026-05-30,2026-05-30,2026-05-30,,,,"WAHAT AL FURSAN",Breakdown,Electrical,"Battery Weak or Dead",,,,,,,"battery needs to change (warrenty)",
77700,"X 76815","MG6 - Red - 2020 - X 76815",1806,IN,2026-05-26,2026-05-30,2026-05-30,2026-05-30,,,,"Deals On Wheels auto",Routine,Engine,"Oil & Fillter Change",,,,,missing,,"needs full check",
77701,"X 76815","MG6 - Red - 2020 - X 76815",1806,OUT,2026-05-30,2026-05-30,2026-05-30,2026-05-30,,,,"Qasr al zaiton",Breakdown,Electrical,"Dashboard Warning Lights",,,,,,,"Multiple dashboard warning lights are illuminated and require inspection
Vehicle has low engine power/performance
Vehicle ECU/computer requires diagnostic inspection",
77702,"K 20783","MERCEDES GLE 350 - White - 2022 - K 20783",1837,OUT,2026-05-30,2026-06-01,2026-05-30,2026-06-01,,,,RMR,Routine,"Cooling System",,,,,,,,"new radiator 
-----------
The new OEM radiator has a compatibility difference compared to the original unit
The new radiator will be removed
It will be replaced with a radiator matching the original specification
Pipes must be genuine OEM parts to ensure proper sealing
Pipes will be inspected and tested after installation",
77703,"Y 60385","JEEP GRAND CHEROKEE SRT - Blue - 2020 - Y 60385",1826,"Follow up",2026-05-21,2026-05-30,2026-05-30,2026-05-30,,,,"WAHAT AL FURSAN",Routine,"Air Conditioning, Engine, Brakes, Electrical, Exhaust","Fuse Blown",,,,,,,"A/C system issue.
Engine mounts are broken.
Noise when pressing the brake pedal and noise from the exhaust.
Radar system issue.
Fuse box and connector plug.
The fuse box and connector plug have arrived at the garage and will be installed.
--------------
the fuse box connector plug not good needs to change 
needs the same number 
--------------
we will return the fuse box and bring another one 
changing fuse box for the third time
Inspection of the fuse box.
The steering box issue is still pending.
The fuse box did not work.
----------------
the latency coz of eid 
-------------
we will install the oil fuse box and check another garage",
77704,"I 29962","JAGUAR E-PACE - Black - 2021 - I 29962",1790,"Follow up",2026-05-26,2026-05-30,2026-05-30,2026-05-30,Recovery,,,"khalf albhar",Breakdown,Transmission,"Gearbox Not Engaging",,,,,,,"Transmission / gearbox.
The vehiclein Khalaf Al Bahar Garage,
 and work will begin on it on Saturday .
-----------
they will check the problem.
after check the problrm from transmission",
77705,"Q 98399","FORD BRONCO Conv - Red - 2023 - Q 98399",1850,OUT,2026-05-30,2026-05-30,2026-05-30,2026-05-30,,,,"Deals On Wheels auto",Routine,Engine,"Oil & Fillter Change",,,,,,,"painted covers in bonnet",
77706,"G 36726","MASERATI  LEVANTE - Black - 2021 - G 36726",1910,IN,2026-05-29,2026-05-30,2026-05-30,2026-05-30,,,,"Deals On Wheels auto",Routine,"Body & Exterior","Minor Surface Scratch",,,,,missing,,"scratch on the front right bumper + bonnet needs polish 
needs to check from leak soon 
------
painted front right side of front bumper + cover of the front tire 
needs polish /dn",
77707,"Z 32967","CHEVROLET CORVETTE STINGRAY - Blue - 2025 - Z 32967",1963,OUT,2026-05-30,2026-05-30,2026-05-30,2026-05-30,,,,"Deals On Wheels auto",Routine,"Body & Exterior","Rim Scratch, Minor Surface Scratch",,,,,,,"right rims 
front bumper had scratch + rear bumper 
needs to install rear cover",
77708,"BB 56617","INFINITI QX80 - Black Green - 2019 - BB 56617",,"Follow up",2026-05-23,2026-06-01,2026-05-30,2026-06-01,ABDULLAH,,,"AL TAKHASUS",Routine,"Electrical, Suspension","Steering box issue",,,,,,,"Radar system issue under repair
Steering wheel switches will be inspected/repaired
Alternative/better solution will be tested
Testing in progress to determine the best repair solution
The steering wheel has been removed.
The airbag clock spring/ribbon will be installed.
Work is in progress on the wiring for the steering
 wheel and airbag installation.
----------------
----------
abs problem 
didn't  solve the problem 
-------------
Radar issue not resolved after steering switch replacement
Electrical system fault detected
System requires new software update or ECU replacement
Door handles require relay repair/service
------------
ecu needs new software
-----------
Radar system issue is currently under repair/investigation
All required calibrations have been completed
Display screen requires inspection
Wiring harness/connections require inspection
Genuine OEM screen required for testing
Screen is the most likely source of the issue",
77709,"B 44648","HYUNDAI ELENTRA - Green - 2013 - B 44648",1607,"Follow up",2026-05-29,2026-05-30,2026-05-30,2026-05-30,,,,"FUTURE TYRES",Routine,Tires,"Wheel Alignment Issue",,,,,,,"Inspection for front wheel alignment.
The front right and left tires require replacement.
--------------
new parts 
Right stabilizer link
Left stabilizer link
Front right control arm
Front left control arm
Front right mount/base
Front left mount/base
Inner right CV axle boot
Inner left CV axle boot
-----------
changeed front tire with new ones and changed the rear with the old of front",
77710,"X 81836","CHEVROLET CAMARO - Blue Viole - 2023 - X 81836",1944,IN,2026-05-30,2026-05-30,2026-05-30,2026-05-30,,,,"WAHAT AL FURSAN",Breakdown,Electrical,"Battery Weak or Dead",,,,,missing,,"battery needs to change (warrenty)",
77711,"X 81836","CHEVROLET CAMARO - Blue Viole - 2023 - X 81836",1944,OUT,2026-05-30,2026-06-07,2026-05-30,2026-06-07,,,,"AL NUKHBAH AL THAHABIAH",Breakdown,Electrical,"Battery Weak or Dead",,,,,,,"needs to check electrical full check // it takes time",
77712,"Y 60385","JEEP GRAND CHEROKEE SRT - Blue - 2020 - Y 60385",1826,IN,2026-05-21,2026-05-30,2026-05-30,2026-05-30,,,,"WAHAT AL FURSAN",Routine,"Air Conditioning, Engine, Brakes, Electrical, Exhaust","Fuse Blown",,,,,missing,,"A/C system issue.
Engine mounts are broken.
Noise when pressing the brake pedal and noise from the exhaust.
Radar system issue.
Fuse box and connector plug.
The fuse box and connector plug have arrived at the garage and will be installed.
--------------
the fuse box connector plug not good needs to change 
needs the same number 
--------------
we will return the fuse box and bring another one 
changing fuse box for the third time
Inspection of the fuse box.
The steering box issue is still pending.
The fuse box did not work.
----------------
the latency coz of eid 
-------------
we will install the oil fuse box and check another garage",
77713,"Y 60385","JEEP GRAND CHEROKEE SRT - Blue - 2020 - Y 60385",1826,OUT,2026-05-30,2026-05-30,2026-05-30,2026-05-30,,,,"Qasr al zaiton",Routine,"Air Conditioning, Engine, Brakes, Electrical, Exhaust","Fuse Blown",,,,,,,"A/C system issue.
Engine mounts are broken.
Noise when pressing the brake pedal and noise from the exhaust.
Radar system issue.
Fuse box and connector plug.
The fuse box and connector plug have arrived at the garage and will be installed.
--------------
the fuse box connector plug not good needs to change 
needs the same number 
--------------
we will return the fuse box and bring another one 
changing fuse box for the third time
Inspection of the fuse box.
The steering box issue is still pending.
The fuse box did not work.
----------------
the latency coz of eid 
-------------
we will install the oil fuse box and check another garage 
-------------
radar message needs to install cover",
77714,"Y 60385","JEEP GRAND CHEROKEE SRT - Blue - 2020 - Y 60385",1826,IN,2026-05-30,2026-05-30,2026-05-30,2026-05-30,,,,"Qasr al zaiton",Routine,"Air Conditioning, Engine, Brakes, Electrical, Exhaust","Fuse Blown",,,,,missing,,"A/C system issue.
Engine mounts are broken.
Noise when pressing the brake pedal and noise from the exhaust.
Radar system issue.
Fuse box and connector plug.
The fuse box and connector plug have arrived at the garage and will be installed.
--------------
the fuse box connector plug not good needs to change 
needs the same number 
--------------
we will return the fuse box and bring another one 
changing fuse box for the third time
Inspection of the fuse box.
The steering box issue is still pending.
The fuse box did not work.
----------------
the latency coz of eid 
-------------
we will install the oil fuse box and check another garage 
-------------
radar message needs to install cover",
